movieId,imdbId,tmdbId,title,genres,budget,revenue,production_companies,production_countries,popularity,vote_count,vote_average
117352,1235075,17780,A Kind of America 2 (2008),Comedy,1500000,0,,Hungary,0.803,7,7.3
117354,0922547,19222,Parasomnia (2008),Horror|Romance|Thriller,0,0,Luminous Processes|Rising Storm Productions,United States of America,1.818,32,4.5
117358,1155705,36683,20th Century Boys - Chapter 1: Beginning of the End (2008),Adventure|Mystery|Sci-Fi,20000000,31244858,"Cine Bazar|Toho Company, Ltd.",Japan|Thailand,2.641,31,6.8
117362,1330607,18232,If You Are the One (2008),Comedy|Romance,0,0,,China,2.817,25,6.5
117364,3455224,263614,Virunga (2014),Documentary|War,0,0,Grain Media|Violet Films,Congo|Congo|United Kingdom,4.696,106,8.2
117366,1078931,23515,Sick Girl (2007),Crime|Horror|Thriller,30000,0,My Way Pictures,United States of America,1.84,13,5.5
117368,0484439,10258,The Madagascar Penguins in a Christmas Caper (2005),Animation|Comedy,0,0,DreamWorks Animation|DreamWorks,United States of America,9.788,118,6.6
117370,0070672,32080,The Seven-Ups (1973),Action|Crime|Drama|Thriller,0,0,Philip D'Antoni Productions Inc.|20th Century Fox,United States of America,2.773,44,6.4
117372,3704538,267806,V/H/S: Viral (2014),Horror|Thriller,0,2756,Bloody Disgusting|8383 Productions,United States of America,4.45,242,4.4
117374,2451742,159153,Running from Crazy (2013),Documentary,0,0,,United States of America,0.815,6,6.0
117376,0146271,72933,April Story (1998),Romance,0,0,,Japan,2.3,26,7.2
117415,3458776,250833,Happiness (2014),Documentary,0,0,Independent Television Service (ITVS)|TBC Productions|WDR/Arte|ARTE France Cinéma,Finland|France|Bhutan,0.6,2,6.5
117418,2113644,136459,Victor and the Secret of Crocodile Mansion (2012),Adventure|Children|Mystery,0,0,Constantin Film,Germany,0.885,8,5.2
117420,1451423,48186,The Boy Who Cried Werewolf (2010),Children|Horror,0,0,,United States of America|Canada,4.624,106,6.0
117424,0069024,29596,Nothing But the Night (1973),Crime|Horror|Mystery|Thriller,0,0,Charlemagne Productions,United Kingdom,1.242,8,6.1
117426,0035800,98404,Destroyer (1943),Adventure|Drama|War,0,0,Columbia Pictures,United States of America,0.971,6,6.9
117428,0883391,191037,Mr Hockey The Gordie Howe Story (2013),Drama,0,0,,Canada,0.6,3,6.7
117430,0342965,17963,Gone Nutty (2002),Animation|Comedy,0,0,Blue Sky Studios|20th Century Fox,United States of America,4.485,70,6.6
117432,3115712,253256,The Heart Machine (2014),Drama|Thriller,0,0,,United States of America,0.93,11,5.4
117434,2793490,254194,Starry Eyes (2014),Horror,0,0,Dark Sky Films|Snowfort Pictures|Parallactic Pictures|Title Media,Belgium|United States of America,6.032,206,6.0
117438,3398268,242828,When Marnie Was There (2014),Animation|Drama,0,561085,Studio Ghibli|Hakuhodo DY Media Partners|KDDI Corporation|Nippon Television Network (NTV)|Mitsubishi Motors Corporation,Japan,6.411,623,7.9
117440,0862748,241868,Lupin the 3rd (2014),Action|Adventure|Comedy,10500000,0,"Toho Company, Ltd.",Japan,2.565,34,5.9
117442,1717715,119892,The Monkey King (2014),Action|Adventure|Children|IMAX,82000000,0,Filmko Pictures|Mandarin Films Distribution Co.|Beijing Wen Hua Dong Run Investment Co.,China|Hong Kong,10.308,79,4.9
117444,1865505,110416,Song of the Sea (2014),Animation|Children|Fantasy,0,857522,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions|Magellan Films|Mélusine Productions|Noerlum Studios|Studio 352,Ireland|Belgium|Denmark|France|Luxembourg,8.074,643,8.2
117446,2859246,304023,Expelled from Paradise (2014),Animation,0,0,Toei Animation|Aniplex|Graphinica,Japan,1.409,28,6.6
117448,2865558,252391,Kiki's Delivery Service (2014),Fantasy,0,0,"Yomiuri Telecasting Corporation (YTV)|D.N. Dream Partners|Edko Films|Kadokawa|Kinoshita Komuten|Nippon Television Network (NTV)|Oricon|The Yomiuri Shimbun|Toei Company, Ltd.",Japan,0.955,18,6.2
117450,1814701,142507,Exit (2011),Drama,0,0,,Australia,0.6,2,3.5
117452,2256741,155890,Tied (2013),Drama,0,0,Albertine Production,France,1.336,17,4.4
117454,0986361,137769,The Magic Crystal (2011),Adventure|Animation|Children|Comedy|Fantasy,5000000,0,Epidem,Belgium|Finland,1.03,7,4.0
117456,3125324,241771,Beyond the Lights (2014),Drama,7000000,14618727,Black Entertainment Television (BET)|Relativity Media|Relativity Sports|Undisputed Cinema|Homegrown Pictures,United States of America,5.624,223,7.1
117458,0087730,54658,Misunderstood (1984),Drama,0,0,Producers Sales Organization (PSO)|Vides Cinematografica|Accent Films B.V.|Metro-Goldwyn-Mayer,Italy|United States of America,0.888,1,5.0
117460,0084781,90816,Treasure of the Four Crowns (1983),Adventure,0,0,Lotus Films|Blum Group|JAD Films International Inc.|M.T.G.|Lupo-Anthony-Quintano Productions,Italy|Spain|United States of America,1.114,5,4.1
117462,0081677,40383,The Last Shark (1981),Adventure|Horror|Thriller,0,0,Film Ventures International (FVI)|Horizon Film,Italy,2.247,36,5.5
117464,2215395,159121,Paulette (2012),Comedy|Crime,0,29494,Gaumont|France 2 Cinéma|Légende Films,France,5.266,214,6.5
117466,1390411,205775,In the Heart of the Sea (2015),Action|Adventure|Drama,100000000,93820758,"Imagine Entertainment|Spring Creek Productions|Roth Films|K. JAM Media|Cott Productions|Surf Film|Enelmar Productions, A.I.E.|Warner Bros. Pictures",Spain|United States of America,11.314,1993,6.6
117468,0063395,55317,Leontine (1968),Comedy|Crime,0,0,Gaumont International,France,1.251,18,6.1
117470,1793931,66129,Les Tuche (2011),Comedy,0,0,Pathé Distribution,France,5.545,690,6.1
117472,1558741,45368,Comme les 5 doigts de la main (2010),Action|Drama|Thriller,0,0,Alexandre Films|New Light Films,France,2.464,45,6.0
117474,2557256,105001,Iceman (2014),Action|Comedy|Sci-Fi,25477000,0,China 3D Digital Entertainment|Quidam Studios|Zhongmeng Century Media|Beijing ShengShi HuaRei Film Investment & Management Co.,China|Hong Kong,7.255,76,4.9
117476,2494834,228445,Stockholm Stories (2014),Drama,0,0,,,0.841,7,7.1
117478,1716759,80957,Pressed (2011),Action|Crime|Drama|Thriller,0,0,QubeFilm,Canada,1.559,11,5.0
117480,0092723,33838,The Care Bears Adventure in Wonderland (1987),Animation|Children|Comedy,0,2608000,,,1.091,14,4.1
117482,0013386,114324,Merry-Go-Round (1923),Drama,0,0,Universal Pictures,United States of America,0.983,4,6.3
117484,0006668,141868,Fatty and Mabel Adrift (1916),Comedy,0,0,Keystone Film Company,United States of America,0.6,3,6.7
117486,0097104,101135,A Connecticut Yankee in King Arthur's Court (1989),Adventure|Children|Comedy|Fantasy,0,0,Schaefer/Karpf Productions|Consolidated Productions,United States of America,2.085,3,6.0
117488,2191082,214081,A Promise (2013),Drama|Romance,0,0,Wild Bunch|Fidélité Films|SCOPE Pictures|OCS|Cofinova 6,Belgium|France,4.213,70,5.6
117490,0109078,24047,Alien Nation: Dark Horizon (1994),Drama|Sci-Fi,0,0,Foxstar Productions|Kenneth Johnson Productions|20th Century Fox,United States of America,1.4,14,6.2
117492,0112319,77348,Alien Nation: Body and Soul (1995),Sci-Fi,0,0,20th Century Fox Television,United States of America,1.147,9,6.4
117494,0115505,81244,Alien Nation: The Enemy Within (1996),Sci-Fi,0,0,20th Century Fox Television,United States of America,1.197,8,5.4
117496,0115504,50291,Alien Nation: Millennium (1996),Sci-Fi,0,0,National Studios Inc.|20th Century Fox Television,United States of America,1.857,10,5.2
117498,2827320,230846,Fandry (2013),Children|Drama,0,0,"Navalakha Arts, Media & Entertainment|Holy Basil Productions",India,0.6,7,6.3
117504,0087096,87235,Crackers (1984),Action|Comedy|Crime|Thriller,0,0,,,1.972,14,5.1
117506,0072860,22460,Deewaar (1975),Action|Crime|Drama|Thriller,0,0,Trimurti Films Pvt. Ltd.,India,1.01,27,7.4
117509,1739298,221240,City Slacker (2012),Romance,0,0,,,1.4,3,6.7
117511,3762944,303623,Hello Ladies: The Movie (2014),Comedy,0,0,HBO,United States of America,4.158,68,6.4
117513,0064269,148430,Jamilya (1969),Drama|Romance|War,0,0,Mosfilm,Russia,0.765,4,6.3
117515,2119396,80787,Codebreaker (2011),Documentary|Drama,0,0,Story Center Films|Furnace|Channel 4 Television,United Kingdom,1.394,11,6.4
117517,3093546,251736,Listen Up Philip (2014),Drama,0,200126,Faliro House Productions|Sailor Bear|Washington Square Films,Greece|United States of America,4.175,76,5.9
117523,2062580,79151,Love You You (2011),Romance,0,0,,Hong Kong,1.062,4,8.5
117525,1362518,100292,Ain't in It for My Health: A Film About Levon Helm (2013),Documentary,0,0,,,0.6,7,6.6
117527,0928154,52444,Seducing Mr. Perfect (2006),Romance,2800000,0,,South Korea,1.718,25,6.2
117531,3106868,215032,Watermark (2014),Documentary,0,0,Sixth Wave Productioins,Canada,0.6,12,7.2
117533,4044364,293310,Citizenfour (2014),Documentary,0,3003169,Praxis Films|Participant Media|HBO Documentary Films,Germany|United States of America,5.725,670,7.9
117535,1967481,117678,Dans la peau d'une grande (2011),Comedy,0,0,,,1.815,20,6.0
117537,1921068,129966,David et Madame Hansen (2012),Comedy|Drama,8806000,0,Pathé!|Canal+,France,0.846,23,6.7
117539,2602664,198130,Pop Redemption (2013),Comedy,0,0,Région Midi-Pyrénnées|22h22|Avalon|Gaumont,France,1.8,42,6.3
117541,1168639,46473,Home Sweet Home (2008),Comedy,0,0,Program 33,France,0.6,1,6.0
117543,1194616,21861,LOL (Laughing Out Loud) (2008),Comedy,0,0,Poisson Rouge Pictures|Pathé!|Bethsabée Mucho|M6 Films|CinéCinéma|Centre National de la Cinématographie|Canal+|TF1 Films Production,France,5.927,684,6.5
117545,3759416,170522,Asterix: The Land of the Gods (2014),Animation,30000000,0,Canal+|M6 Films|M6 Studio|Belvision|Mikros Image|Ciné+|M6|Société Nouvelle de Cinématographie (SNC)|W9|Grid Animation|Centre National de la Cinématographie,France|United States of America,9.493,641,6.8
117547,1827358,78646,She Monkeys (2011),Drama,1,0,Atmo Media Network,Sweden,0.975,17,5.1
117549,3387648,297608,The Taking of Deborah Logan (2014),Horror|Thriller,0,0,Guerin-Adler-Scott Pictures|Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures,United States of America,5.17,478,6.0
117551,0384212,73452,Admissions (2004),Drama,0,0,,,0.6,2,5.5
117553,1608368,158967,House Hunting (2013),Mystery|Thriller,0,0,Pillage and Plunder Pictures,United States of America,2.182,22,4.9
117555,2593392,250643,Alive Inside (2014),Documentary,0,0,Impact Partners,United States of America,2.045,42,7.8
117561,1639397,294600,Once Upon a Time in Queens (2013),Comedy|Drama,0,0,,,0.6,2,5.0
117570,0251382,42332,Santa Who? (2000),Comedy|Fantasy,0,0,Gleneagle Productions|Hearst Entertainment Productions,United States of America,1.705,30,5.5
117572,2402619,294538,Hit by Lightning (2014),Comedy|Crime|Romance,0,0,Zed Filmworks|Chantal Chamandy Entertainment (CCE),Canada,1.278,17,5.2
117574,1586753,63484,The Incite Mill - 7 Day Death Game (2010),Horror|Mystery|Thriller,0,0,Warner Bros. Pictures,Japan,1.859,19,5.6
117576,1508328,45167,Pumzi (2009),Sci-Fi,35000,0,Inspired Minority Pictures,South Africa|Kenya,0.866,9,6.6
117578,1187047,9510,1½ Knights - In Search of the Ravishing Princess Herzelinde (2008),Comedy,67000000,0,SevenPictures|Barefoot Films|Lionheart Entertainment|Warner Bros. Pictures,Germany,4.056,57,4.4
117582,2261434,184992,I Travel Alone (2013),Drama,0,0,Ministero per i Beni e le Attività Culturali|Augustus Color|Bianca Film,Italy,3.186,68,5.7
117584,2343380,254435,The Boy in the Mirror (2014),Adventure|Children|Drama|Fantasy,0,0,Camisa Listrada,Brazil,0.6,1,6.0
117586,1672091,43212,My Dear Desperado (2010),Comedy,800000,4214668,Lotte Entertainment|JK Film,South Korea,1.054,7,6.6
117588,1282016,16877,The 39 Steps (2008),Crime|Mystery|Thriller,0,0,British Broadcasting Corporation,United Kingdom,0.995,9,6.1
117590,2170439,227159,Horrible Bosses 2 (2014),Comedy|Crime,42000000,107670357,New Line Cinema|BenderSpink|RatPac-Dune Entertainment,United States of America,17.885,2396,6.1
117592,0196866,83451,Poto and Cabengo (1980),Documentary,0,0,J.P. Gorin|ZDF,United States of America|Germany,0.9,2,6.5
117594,1865346,139715,Detention of the Dead (2012),Comedy|Horror,500000,0,Gala Films,United States of America,2.211,44,4.8
117596,0042395,34651,Devil's Doorway (1950),Western,0,0,Metro-Goldwyn-Mayer,United States of America,2.394,14,6.9
117598,0056993,29060,Diary of a Madman (1963),Horror,0,0,United Artists,United States of America,1.726,15,6.2
117604,0256639,44131,The Beaver Trilogy (2000),Comedy|Documentary|Drama,0,0,,,0.948,10,7.5
117606,0037645,136525,Divorce (1945),Drama,0,0,Monogram Pictures,United States of America,0.93,1,4.0
117610,0050323,68340,Doctor at Large (1957),Comedy|Romance,0,0,The Rank Organisation,United Kingdom,0.688,11,5.8
117618,0016804,89059,Don Juan (1926),Adventure|Drama|Romance,0,0,Warner Bros. Pictures,United States of America,0.737,2,6.5
117624,0052749,143092,Don't Give Up the Ship (1959),Comedy,0,0,Paramount|Hal Wallis Productions,United States of America,1.937,7,6.3
117626,0050327,109441,Don't Go Near the Water (1957),Adventure|Comedy|Romance,0,0,Avon Productions (II)|Metro-Goldwyn-Mayer,United States of America,0.825,5,5.4
117628,1626139,84742,Donner Pass (2012),Horror,300000,0,,United States of America,2.694,35,4.4
117630,0104135,88107,Double Trouble (1992),Action|Comedy|Crime|Romance,0,0,,,1.656,13,4.5
117634,0041313,164073,Down to the Sea in Ships (1949),Drama,0,0,20th Century Fox,United States of America,1.277,5,7.4
117638,1024724,27996,Dr. Dolittle: Tail to the Chief (2008),Children|Comedy|Fantasy,0,0,,,5.035,71,5.2
117640,0034680,183190,Dr. Gillespie's New Assistant (1942),Comedy|Drama|Mystery,0,0,Metro-Goldwyn-Mayer,United States of America,0.912,1,6.0
117642,1159984,35801,Dr. Jekyll and Mr. Hyde (2008),Drama|Horror|Sci-Fi|Thriller,0,0,,,1.687,13,3.9
117646,0214641,10473,Dragonheart 2: A New Beginning (2000),Action|Adventure|Comedy|Drama|Fantasy|Thriller,0,0,Universal Family and Home Entertainment,United States of America,9.55,125,5.3
117650,0466766,46302,Drive Thru (2007),Comedy|Horror,0,0,Lions Gate Films,United States of America,5.408,51,4.9
117666,0045718,43343,Easy to Love (1953),Comedy|Musical|Romance,0,0,Metro-Goldwyn-Mayer,United States of America,1.502,2,6.8
117672,0134633,72892,Air Crew (1979),Action|Drama|Thriller,0,0,Mosfilm,Russia|Soviet Union,1.699,16,6.3
117682,0787462,19554,Elvis and Anabelle (2007),Drama|Romance,0,0,,United States of America,3.749,53,6.8
117686,0122474,45120,Elvis Meets Nixon (1997),Comedy|Drama,0,0,Osiris Films,United States of America,0.912,7,6.8
117690,0040321,33111,Enchantment (1948),Drama|Romance,0,0,Samuel Goldwyn Productions,United States of America,0.896,3,6.3
117692,0302531,133831,Endangered Species (2003),Horror|Sci-Fi|Thriller,0,0,Drotcroft Limited|MBP (Germany)|Weintraub/Kuhn Productions,United States of America,1.455,7,4.9
117696,0076168,22124,Executioners from Shaolin (1977),Action|Drama,0,0,Shaw Brothers,Hong Kong,1.8,12,7.3
117698,0089741,161422,The Orkly Kid (1985),Comedy,0,0,,United States of America,0.6,3,5.3
117702,0051732,121250,Home Before Dark (1958),Drama,1390000,0,Warner Bros. Pictures,United States of America,0.968,4,7.8
117704,0054021,116385,Let No Man Write My Epitaph (1960),Drama,0,0,Columbia Pictures,United States of America,1.4,1,10.0
117706,1806954,81182,Lost Christmas (2011),Drama,1875600,0,Ketchup Entertainment|Impact Film & TV|Impact Pictures,United Kingdom,1.039,16,6.4
117708,0032788,121992,Michael Shayne: Private Detective (1940),Comedy|Drama|Mystery,0,0,20th Century Fox,United States of America,0.659,5,6.2
117710,0279250,6110,Murder on the Orient Express (2001),Crime|Drama|Mystery,0,0,CBS Drama,United States of America,1.226,15,5.7
117712,0042769,96433,My Friend Irma Goes West (1950),Comedy|Crime|Musical,0,0,Paramount,United States of America,0.967,3,6.3
117714,2395199,238589,Enemies Closer (2013),Action|Thriller,5000000,0,After Dark Films|Bomar OOD|Payton Productions|Boulston Productions Limited|Signature Entertainment,United Kingdom|United States of America,4.221,84,5.1
117716,0036794,171594,Enter Arsene Lupin (1944),Crime|Drama,0,0,,,0.84,0,0.0
117722,0317522,155130,The Forgotten Faces (1961),(no genres listed),0,0,Playcraft Film Unit,United Kingdom,0.6,3,6.0
117726,3397430,238185,Russell Brand: Messiah Complex (2013),Comedy,0,0,,,0.951,21,7.1
117728,0089629,31462,Moving Violations (1985),Comedy,0,0,SLM Production Group|20th Century Fox,United States of America,2.297,21,5.6
117732,1826876,167935,So Much Water (2013),Comedy|Drama,0,0,,Netherlands|Uruguay|Mexico|Germany,0.781,5,7.4
117736,0022802,78327,The Dark Horse (1932),Comedy,0,0,First National Pictures,United States of America,1.4,1,8.0
117738,0023973,81110,The Eagle and the Hawk (1933),Action|Drama|War,0,0,Paramount,United States of America,0.78,10,6.0
117746,0051605,27446,The Fearmakers (1958),Thriller,0,0,Pacemaker,United States of America,0.943,3,6.0
117748,0050483,134355,The Happy Road (1957),Comedy,500000,0,Kerry|Metro-Goldwyn-Mayer,France|United States of America,0.6,1,5.0
117750,0031842,111750,The Real Glory (1939),War,0,0,Samuel Goldwyn Productions,United States of America,1.837,4,5.1
117752,0023584,81038,This Is the Night (1932),Comedy,0,0,Paramount,United States of America,0.6,3,6.0
117838,2358592,219343,Lucia (2013),Drama|Romance|Sci-Fi|Thriller,79000,170000,,India,0.835,15,7.3
117840,0202310,38636,Dancing Outlaw II: Jesco Goes to Hollywood (1999),Documentary,0,0,,United States of America,1.47,2,4.3
117843,1684911,254582,Oppressed Majority (2010),Drama,340000,0,Shadow Films,France,0.6,7,5.3
117845,0189133,163068,"T,O,U,C,H,I,N,G (1969)",(no genres listed),0,0,,United States of America,0.902,9,5.1
117847,0174719,49467,Little Hamlet (1960),(no genres listed),0,0,,Poland,0.6,1,5.0
117849,0115650,25518,La Belle Verte (1996),Comedy,0,0,Les Films Alain Sarde|TF1 Films Production,France,5.199,63,7.6
117851,1911658,270946,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy,132000000,373552094,DreamWorks Animation,United States of America,24.929,2086,6.4
117853,3354900,238222,Bill Bailey: Qualmpeddler (2013),Comedy,0,0,,,1.1,6,7.3
117855,1429448,75364,Ivul (2010),Drama,0,0,Sciapode|Box Productions|Le Fresnoy Studio National des Arts Contemporains|Télévision Suisse-Romande,Switzerland|France,0.6,3,4.3
117857,3213142,267355,Hotline (2014),Documentary,0,0,,,0.6,1,8.0
117859,1730760,299618,Fugly! (2013),Comedy,0,0,Contento Films|Rebel Films|Bigel Entertainment,United States of America,1.646,7,5.1
117861,2883434,253331,Black or White (2014),Drama,9000000,21571189,Treehouse Pictures,United States of America,6.178,184,6.7
117863,2412568,268386,Ragamuffin (2014),Drama,0,0,,,1.84,6,7.2
117865,0175001,296136,The Menacing Eye (1960),(no genres listed),0,0,,,0.6,4,4.5
117867,2614684,252178,'71 (2014),Action|Drama|Thriller|War,11000000,3200000,British Film Institute (BFI)|Screen Yorkshire|Creative Scotland|Warp Films|Crab Apple Films|Film4 Productions,United Kingdom,7.724,592,6.8
117869,2809082,259610,Bastards (2014),Documentary,0,0,Deborah Perkin Media Ltd.,United Kingdom,0.6,1,5.0
117871,3007512,256917,The Water Diviner (2014),Action|Drama|War,22500000,15520023,Fear of God Films|Hopscotch Features,Australia|United States of America,8.299,648,6.8
117873,1306972,39849,Enlighten Up! (2008),Documentary,0,0,,,0.6,1,3.0
117875,2659190,173912,Just a Sigh (2013),Drama|Romance,0,0,Rectangle Productions|SCOPE Pictures|Element Pictures|France 3 Cinéma|Alvy Distribution|Le Pacte|Ciné+|Eurimages|Cofinova 8|Région Ile-de-France|Cofinova 9|Canal+|France Télévisions,France,2.017,11,6.4
117877,1355638,75491,The Rabbi's Cat (Le chat du rabbin) (2011),Adventure|Animation,0,0,Autochenille|TF1 Droits Audiovisuels|CinéCinéma|PROCIREP|Canal+|France Télévisions,France,4.302,82,6.8
117879,2404171,278086,Altman (2014),Documentary,0,0,,Canada,0.964,14,6.8
117881,3316960,284293,Still Alice (2014),Drama,5000000,43884652,Shriver Films|Killer Films|Big Indie Pictures|BSM Studio|Lutzus-Brown|Backup Media,United States of America,7.682,1808,7.5
117883,0399222,40192,Je préfère qu'on reste amis (2005),Comedy|Drama|Romance,0,0,Yumé|Quad Productions|StudioCanal|France 3 Cinéma,France,2.244,20,5.6
117885,3801438,300441,Grumpy Cat's Worst Christmas Ever (2014),Adventure|Children|Comedy,0,0,Lifetime,United States of America,3.08,39,4.8
117887,1109624,116149,Paddington (2014),Children|Comedy,55000000,259207227,Heyday Films|StudioCanal|Anton Capital Entertainment (ACE)|TF1 Films Production|Canal+|Ciné+|TF1|Amazon Prime Video|The Weinstein Company,France|United Kingdom|United States of America,10.342,1738,7.0
117889,2499818,204965,Drei Stunden (2013),Comedy|Romance,0,0,Hochschule für Fernsehen und Film München (HFF)|Kaissar Film|d.i.e. Film GmbH|Bayerischer Rundfunk (BR),Germany,0.6,3,6.7
117891,1623660,135714,Redemption: For Robbing the Dead (2011),Western,0,0,,United States of America,0.6,0,0.0
117893,2300975,203834,Jessabelle (2014),Horror|Thriller,0,0,Principato-Young Entertainment|Lionsgate|Blumhouse Productions,United States of America,6.398,379,5.2
117897,2017634,159100,Kink (2013),Documentary,0,0,Rabbit Bandini Productions,United States of America,1.4,21,5.5
117899,1031658,302496,Beautiful Girl (2014),Drama,3000000,0,Solventdreams|Proton Entertainment|Private Island Audio,United States of America,1.4,5,4.7
117901,1942971,147778,Showrunners: The Art of Running a TV Show (2014),Documentary,0,0,Black Sheep Films,Ireland|United States of America,2.32,31,6.2
117903,0021799,99922,Dirigible (1931),Adventure,0,0,Columbia Pictures,United States of America,0.683,1,6.0
117905,0010247,28526,Sir Arne's Treasure (1919),Drama,0,0,Svenska Biografteatern AB,Sweden,0.944,10,6.7
117907,0273850,89280,My Brother Tom (2001),Drama,0,0,Film4 Productions,United Kingdom,1.562,12,7.3
117909,0285265,193411,The Kiss (1900),Romance,0,0,Edison Manufacturing Company,United States of America,0.935,12,5.5
117911,0117419,93114,Quest (1996),Animation,0,0,,Germany,0.927,10,7.0
117918,0064797,150338,Pendulum (1969),Drama,0,0,Pendulum Productions|Columbia Pictures,United States of America,1.343,0,0.0
117920,3091282,212843,Burt's Buzz (2014),Documentary,0,0,,Canada,0.899,10,6.6
117922,2100546,79218,Ice Age: A Mammoth Christmas (2011),Adventure|Animation|Children,0,0,Twentieth Century Fox Animation|Blue Sky Studios|Reel FX Creative Studios,United States of America,7.395,291,6.2
117924,0130514,105770,The Bloody Olive (1997),Comedy|Crime|Film-Noir,0,0,,Belgium,0.742,12,7.3
117926,2678448,169860,Hey Bartender (2013),Documentary,0,0,,,0.747,5,4.6
117928,3622120,306650,Kajaki (2014),Adventure|Drama|War,0,0,Head Gear Films|Lipsync Productions|Metrol Technology|MENA Film|Pukka Films,United Kingdom,5.125,131,6.6
117930,1258123,35856,A Matter of Size (2009),Comedy|Drama|Romance,0,0,K5 Film,France|Germany|Israel,1.649,10,5.8
117932,3625352,265449,Summer of Blood (2014),Comedy|Horror,0,0,,United States of America,1.504,20,4.9
117956,0039479,137357,Hungry Hill (1947),Drama,0,0,Two Cities Films,United Kingdom,1.072,4,5.3
117962,0040335,100257,Quartet (1948),Drama,0,0,Gainsborough Pictures,United Kingdom,1.31,5,6.7
117964,0040761,43450,Scott of the Antarctic (1948),Action|Adventure|Drama,0,0,Ealing Studios,United Kingdom,1.233,8,7.5
117977,0043772,80031,The Magnet (1950),Comedy,0,0,Ealing Studios,United Kingdom,1.307,6,6.5
117979,0042257,181876,Blackmailed (1951),Crime|Drama|Thriller,0,0,Harold Huth Productions,United Kingdom,0.961,0,0.0
117981,0042851,27917,Pool of London (1951),Crime|Drama,0,0,J. Arthur Rank Organisation|Ealing Studios,United Kingdom,1.847,5,7.4
117989,0045197,27884,The Story of Robin Hood and His Merrie Men (1952),Action|Adventure|Children,0,0,,United States of America,1.226,10,6.4
117997,0046387,64851,The Sword and the Rose (1953),Adventure|Children|Drama,0,0,RKO Radio Pictures|Walt Disney Productions,,0.887,7,6.4
118006,0048001,68339,Doctor at Sea (1955),Comedy,0,0,,United Kingdom,1.387,7,5.7
118008,0047813,252721,An Alligator Named Daisy (1955),Comedy|Musical|Romance,0,0,The Rank Organisation,United Kingdom,0.741,2,6.5
118017,0050649,191186,The Living Idol (1957),Adventure|Drama,0,0,Metro-Goldwyn-Mayer,Mexico|United States of America,0.678,1,5.0
118023,0052033,27261,Orders to Kill (1958),Drama|War,0,0,,,0.6,2,7.5
118025,0052780,185546,Upstairs and Downstairs (1959),Comedy,0,0,The Rank Organisation,United Kingdom,0.6,3,6.0
118054,0062534,82966,Two Weeks in September (1967),Drama|Romance,0,0,Paramount|Francos Films|Kenwood Productions|Films du Quadrangle,France,0.6,2,4.5
118082,1567437,244458,The Voices (2014),Comedy|Crime|Thriller,0,0,1984 Private Defense Contractors|Mandalay Vision|Studio Babelsberg,Germany|United States of America,5.211,830,6.2
118085,0058022,20886,"Welcome, or No Trespassing (1964)",Children|Comedy,0,0,Mosfilm,Russia,1.188,24,8.0
118087,0155028,185057,Adventures of a Dentist (1965),Comedy,0,0,Mosfilm,Russia|Soviet Union,1.4,5,6.8
118089,0066400,67869,"Sport, Sport, Sport (1970)",Comedy|Documentary,0,0,Mosfilm,Russia,1.4,3,5.7
118091,0086149,139169,Farewell to Matyora (1983),Drama,0,0,Mosfilm,Russia,1.314,4,6.0
118095,2992220,230836,Levitated Mass (2013),Documentary,0,0,Electric City Entertainment,United States of America,0.6,2,8.3
118097,2089750,139380,Nativity 2: Danger in the Manger! (2012),Children|Comedy,0,0,,,1.341,35,5.1
118099,1517238,41272,The Puzzle (2009),Drama,0,0,Carousel Films,France|Argentina,0.94,2,7.0
118101,2345525,84154,Donald Glover: Weirdo (2011),Comedy,0,0,Art & Industry,United States of America,2.314,30,6.8
118103,2551396,276922,Come Back to Me (2014),Horror,0,0,,,3.844,67,5.6
118105,3596200,303742,Trailer Park Boys: Live at the North Pole (2014),Comedy,0,0,,,1.4,13,6.9
118107,3243196,257296,The Righteous Thief (2009),Adventure,0,0,,,0.84,5,5.4
118109,1705134,136476,State of Emergency (2011),Sci-Fi|Thriller,1300000,0,Clay Bros. Motion Pictures,United States of America,1.777,34,4.4
118111,2375597,257442,Almost Married (2014),Comedy,0,0,,United Kingdom,0.74,10,5.0
118113,0061052,96846,"Swinger, The (1966)",Comedy,0,0,Paramount,United States of America,0.871,1,6.0
118115,3072182,240820,Christmas in Conway (2013),Drama|Romance,0,0,Sony Pictures Television|Hallmark Hall of Fame Productions,United States of America,1.616,16,5.8
118117,3068192,289416,Grace (2014),Horror|Thriller,0,0,Automatik Entertainment|Colony Pictures,Canada,4.506,77,4.6
118133,2215113,99879,Winter Nomads (2012),Documentary,0,0,KMBO,Switzerland|France|Germany,0.746,5,7.6
118166,0091364,70966,Courier (1987),Comedy|Drama|Romance,0,0,Mosfilm,Soviet Union,1.846,24,7.6
118173,0472219,20077,The Batman vs. Dracula (2005),Action|Animation|Horror|Thriller,0,0,Warner Bros. Animation|DC Comics,United States of America,4.878,103,6.5
118177,0068248,171308,Baffled! (1973),Mystery|Sci-Fi|Thriller,0,0,Arena Productions,United Kingdom,0.74,2,3.5
118183,0070012,86236,Dying Room Only (1973),Horror|Mystery|Thriller,0,0,Lorimar Productions,United States of America,1.319,8,7.0
